datetime,ati_count_30s,ati_count_60s,ati_count_90s,ati_volume_30s,ati_volume_60s,ati_volume_90s,burst_volume_imbalance_15s,burst_volume_imbalance_30s,burst_volume_imbalance_8s,order_recency_imbalance_15s,order_recency_imbalance_30s
2026-08-20 09:30:00,,,,,,,,,,,
2026-08-20 09:31:00,-0.012347646516261475,0.10225732932095473,,0.053142005344833876,0.18489347467922504,,0.2482611149768057,0.20414241287410992,0.2474860150772837,0.10694929084049432,0.10694929084049432
2026-08-20 09:32:00,-0.02274499338396586,-0.017070900185304293,0.024039217353572756,-0.01239009453811551,-0.04311479833109782,-0.02652110802865543,-0.004265379385178292,-0.061942212344048425,-0.020324861832481285,0.046398504240825186,0.046398504240825186
2026-08-20 09:33:00,0.03742303463073104,0.05732436536706109,-0.0032169731577729403,0.00035448145335644946,0.0179227666580872,-0.04160690082602201,-0.031287241633226465,-0.03436974173882111,-0.007768694488281497,0.011520643177985629,0.011520643177985629
2026-08-20 09:34:00,0.06112655557714212,0.06501686211215588,0.049199120876352406,0.07135522788635622,0.07106121920806399,0.06509008615407313,0.13085773415646373,0.05990304239946359,0.15791630284371072,-0.02676871848187077,-0.02676871848187077
2026-08-20 09:35:00,0.03621248095541162,0.0647430522899983,0.0829703345326987,0.06544963305267651,0.05948110147446693,0.08343211670870301,0.03744861995880663,0.08347476819873804,0.07374574127021495,0.03292774487868698,0.03292774487868698
2026-08-20 09:36:00,-0.07198653206391635,-0.08228400831209699,-0.062065136135168855,0.03581533785087371,0.05028615555582979,0.05742277575219479,0.2249039650757734,0.19250930591453025,0.20350791758161732,0.028323471516521134,0.028323471516521134
2026-08-20 09:37:00,-0.12628825953031692,-0.06110731007283255,-0.029053474298162765,-0.19492270250019383,-0.19059132692192662,-0.18170084402034217,-0.10849299095907898,-0.23546631236977017,-0.04701062025335243,-0.01783679840242517,-0.01783679840242517
2026-08-20 09:38:00,-0.019298486792023433,0.004279147215915967,0.022041960536198568,-0.047546886115788584,-0.0030899690723129366,0.031279076644876,-0.0987965530822623,-0.1282056920540977,-0.08067171566351895,0.020710820259978144,0.020710820259978144
2026-08-20 09:39:00,0.03489264457445884,0.017888010411215027,0.015875470587181684,0.01428820999979559,-0.009382760393425097,-0.005688272540833442,0.06873474497029722,0.04921593131572636,0.10520412546845474,0.03387291227599745,0.03387291227599745
2026-08-20 09:40:00,0.04606125053495649,-0.02238638214744369,-0.01122634995502348,0.04807058969034474,-0.027147659605302372,-0.02411287251898198,0.0009361545815313344,0.04904642418147492,-0.06430771779105435,-0.03024042461131738,-0.03034565402042253
2026-08-20 09:41:00,0.12455763351998418,-0.0020591927361198795,0.008199858639743401,0.076970241106234,-0.05311749251813323,-0.08846729355155149,0.07888350085766162,0.02272091952065287,0.09337546071513741,0.11761958862940246,0.11761958862940246
2026-08-20 09:42:00,0.055556112900433906,0.08616378954188324,0.09490635733575327,0.07267989792247097,0.054414181014982375,0.0743492413076674,-0.021646532334790497,0.024426208427983376,-0.06470134234541704,-0.1079957894392353,-0.1079957894392353
2026-08-20 09:43:00,0.07288933089798748,0.034155284258736957,0.03162187083003424,0.025706201590320634,-0.01149526455541826,-0.04846789952263919,0.14655974561353582,-0.008087154476162357,0.19796638595481225,0.17307825673901475,0.17307825673901475
2026-08-20 09:44:00,0.028450147290907547,0.01068214807270658,0.015375278313567862,0.06331777517357133,0.041450815902060456,0.05989128312064399,0.05898296132638392,0.049798590642391345,-0.012890955331110192,-0.0708830598232958,-0.07090561186418314
2026-08-20 09:45:00,0.11685761627103672,0.09511271326578542,0.13524185180065537,0.08064046805828128,0.028641120823606193,0.021382284603048488,-0.029178842068462923,-0.073764313727485,0.025072600988831947,0.0358877924968733,0.0358877924968733
2026-08-20 09:46:00,0.008877594680100413,-0.002272824151034752,0.011498242443458645,0.012385845024916256,-0.025072020696160362,0.000822974287113945,-0.013511745232991493,-0.07756596460190861,0.010597853794226498,0.03930762518271028,0.039294408710807464
2026-08-20 09:47:00,-0.09361553008427247,-0.026332714737892123,-0.059976689561511254,-0.016883804541212827,0.08046919574361511,0.04643163076919081,0.18157638504083742,-0.009491213528935501,0.14034215379712384,-0.0938242774235341,-0.094057959511591
2026-08-20 09:48:00,0.07770263065915599,0.07685809613350524,0.08654790141677643,0.10538532408384764,0.11514976107905014,0.13260887074191136,0.10779104068060677,0.07714882287893128,0.20022256711447214,0.0654980755852644,0.0656488852561087
2026-08-20 09:49:00,0.030848917942591654,0.1427148253535008,0.15679249325432507,0.029587723153063877,0.13336945916146487,0.15113292744027274,0.055042666078327585,-0.010585944800453988,0.044119748593449734,-0.0305824332315451,-0.03039672899280265
2026-08-20 09:50:00,-0.03654073477056712,-0.14504077940144566,-0.13774029432682597,-0.056462717563322995,-0.16118427331166205,-0.16174786457595489,-0.22620284690385603,-0.04033805916188702,-0.3099021356381204,0.030525448427418462,0.03052046317285047
2026-08-20 09:51:00,0.12283722671406634,0.14374800784731473,0.10224163551460946,0.12813814467534898,0.14955226419995976,0.09917380452746127,-0.07081575886054291,0.11889952382062358,-0.09338182913939833,-0.03714761543570621,-0.03714761543570621
2026-08-20 09:52:00,0.054451390943968836,0.08860034539193548,0.11180289414657714,0.06355361868282193,0.05793812442532012,0.09249673319779603,-0.07710265125746892,-0.0018804849816919278,-0.1267037864793702,-0.08520035492051918,-0.08500706641441232
2026-08-20 09:53:00,-0.06244381785384403,-0.1487710290355025,-0.07138958670351503,-0.01904922672581023,-0.15387016884594804,-0.09048126296301873,0.09511039136102302,-0.05520623877248575,0.18879248081726754,0.09974234986539081,0.09981862043492577
2026-08-20 09:54:00,-0.10165352712866385,-0.12603055487941622,-0.06331500914278565,-0.08850117275803265,-0.1356387433729076,-0.09237155276990719,0.031928276237557895,-0.16679124246241842,0.05961132611383484,0.08058748100332148,0.08051726455354145
2026-08-20 09:55:00,-0.0563401649611172,0.09421310452618337,0.0052597945131364135,-0.05079668271207872,0.081225093933673,-0.015994434087844903,-0.00394487509036692,-0.09480486752412477,-0.02858267338242554,-0.05912987329818935,-0.0582909498545494
2026-08-20 09:56:00,0.03235701586596251,-0.030463052815039946,-0.031514029785601846,0.036166045000631315,-0.010430831634798327,-0.004074434574151151,-0.031073894828148364,0.015871522609434873,-0.06338316593599795,-0.03450425721789262,-0.03407931576535171
2026-08-20 09:57:00,0.1341448588171259,0.1078974111402291,0.14590740866620863,0.11803109027244095,0.07595048905776548,0.128764583085946,0.2777443493974132,0.04864263413259053,0.3169199055869337,0.13537364611612343,0.13527890828574937
2026-08-20 09:58:00,0.03027621481864988,0.07310492056585255,0.06937142120549196,0.020556422276306028,0.08438212387623789,0.07909170987924984,-0.09937592883159178,-0.033009550236364565,-0.20203717168268626,-0.04993438436205931,-0.04994465685180099
2026-08-21 09:30:00,,,,,,,,,,,
2026-08-21 09:31:00,0.017686325323615335,-0.009686428201270216,,-0.02804474250385708,-0.08182458768589934,,-0.19841971665127964,-0.17520646506734283,-0.09310440808009113,0.04329224874828285,0.04329224874828285
2026-08-21 09:32:00,0.11280855689556064,0.01820534595855269,0.05278672097003152,0.12404441602357218,0.026335310480558934,0.03610052832873305,0.04458697957608626,0.07514181619055883,0.02766633217535822,0.02701510456209587,0.02706001405199719
2026-08-21 09:33:00,0.0026772676638171463,-0.012058364570568133,-0.026482739348031213,0.07446650224307741,0.05663731617173329,0.06883301893790757,0.23416392571087014,0.21213567360047553,0.14518264819549095,0.01514597326275788,0.01514597326275788
2026-08-21 09:34:00,0.014654145612123241,0.08585547298087924,0.05869832963348827,-0.023037668474026326,0.0245093185855454,-0.00719188604560152,-0.19368153523646642,-0.16955194242633972,-0.1023040501375543,-0.07476229064869319,-0.07476905144306725
2026-08-21 09:35:00,-0.04193530123888898,-0.014387983312083349,0.05586722728482326,-0.012877624766866588,0.006941909232334029,0.0667614627767048,-0.04322568614381867,0.003427578282749005,-0.07363037000599142,-0.20805204359190027,-0.20805204359190027
2026-08-21 09:36:00,-0.016932874017233993,-0.002923166453261009,-0.007741262432476237,-0.0004059340238906661,0.004589096763600545,0.014409707605865551,-0.09035244316380406,-0.0765849695455667,-0.10739382353704267,-0.13144189548278315,-0.13144189548278315
2026-08-21 09:37:00,0.02651015464182403,0.004975008088784412,-0.117762473612841,0.01127671718599217,-0.049355722154644295,-0.19976125981906684,0.21956855403978637,0.22165684016492074,0.26514554952426633,0.12297948154904666,0.12301632766466564
2026-08-21 09:38:00,0.026447067290875197,0.046910117481492215,0.015991306222841173,0.0631076105437719,0.06538102509500597,0.0263178490507657,0.08056095373996977,0.05718781729580217,0.10519356570629515,0.10738053824350169,0.10739371057277985
